product_id,product_type,product_name,price,scrap_datetime,style_id,color_id,color_name,fit,model_height,model_size,cotton,rayon,lyocell,polyester,spandex,elastomultiester
1024711004,men_jeans_slim,slim_jeans,34.99,2023-02-25 21:33:37,1024711,004,light_denim_blue,slim_fit,,,1.0,0.0,0.0,0.0,0.01,0.0
1024711006,men_jeans_slim,slim_jeans,34.99,2023-02-25 21:33:37,1024711,006,dark_denim_blue,slim_fit,183,31/32,0.99,0.0,0.0,0.0,0.01,0.0
1024711008,men_jeans_slim,slim_jeans,34.99,2023-02-25 21:33:37,1024711,008,dark_denim_gray,slim_fit,190,31/32,0.99,0.0,0.0,0.8,0.01,0.0
1024711009,men_jeans_slim,slim_jeans,34.99,2023-02-25 21:33:37,1024711,009,dark_blue,slim_fit,187,31/32,0.99,0.0,0.0,0.65,0.01,0.0
1024711010,men_jeans_slim,slim_jeans,34.99,2023-02-25 21:33:37,1024711,010,denim_blue,slim_fit,180,33/32,0.99,0.0,0.0,0.8,0.01,0.0
1024711014,men_jeans_slim,slim_jeans,34.99,2023-02-25 21:33:37,1024711,014,black,slim_fit,180,33/32,0.98,0.0,0.0,0.65,0.02,0.0
1024711017,men_jeans_slim,slim_jeans,34.99,2023-02-25 21:33:37,1024711,017,light_denim_blue,slim_fit,180,33/32,1.0,0.0,0.0,0.0,0.01,0.0
1139723001,men_jeans_skinny,skinny_jeans,39.99,2023-02-25 21:33:37,1139723,001,denim_purple,skinny_fit,,,0.98,0.0,0.0,0.65,0.02,0.0
1139723003,men_jeans_skinny,skinny_jeans,39.99,2023-02-25 21:33:37,1139723,003,black_leopard_print,skinny_fit,,,0.98,0.0,0.0,0.65,0.02,0.0
1139723005,men_jeans_skinny,skinny_jeans,39.99,2023-02-25 21:33:37,1139723,005,white,skinny_fit,,,0.99,0.0,0.0,0.65,0.01,0.0
1153385001,men_jeans_slim,2-pack_slim_jeans,49.99,2023-02-25 21:33:37,1153385,001,denim_blue_black,slim_fit,190,31/32,1.0,0.0,0.0,0.0,0.01,0.0
1153385002,men_jeans_slim,2-pack_slim_jeans,49.99,2023-02-25 21:33:37,1153385,002,dark_denim_blue_black,slim_fit,,,1.0,0.0,0.0,0.0,0.01,0.0
1004199001,men_jeans_skinny,skinny_crop_jeans,29.99,2023-02-25 21:33:37,1004199,001,light_denim_blue,skinny_fit,185,,0.99,0.0,0.0,0.0,0.01,0.0
1004199002,men_jeans_skinny,skinny_crop_jeans,29.99,2023-02-25 21:33:37,1004199,002,black,skinny_fit,,,0.99,0.0,0.0,0.0,0.01,0.0
1004199003,men_jeans_skinny,skinny_crop_jeans,29.99,2023-02-25 21:33:37,1004199,003,denim_blue,skinny_fit,,,0.99,0.0,0.0,0.65,0.01,0.0
1004199004,men_jeans_skinny,skinny_crop_jeans,29.99,2023-02-25 21:33:37,1004199,004,white,skinny_fit,183,,0.99,0.0,0.0,0.65,0.01,0.0
1004199005,men_jeans_skinny,skinny_crop_jeans,29.99,2023-02-25 21:33:37,1004199,005,light_gray,skinny_fit,,,0.99,0.0,0.0,0.65,0.01,0.0
1004199007,men_jeans_skinny,skinny_crop_jeans,29.99,2023-02-25 21:33:37,1004199,007,denim_blue,skinny_fit,,,0.98,0.0,0.0,0.65,0.02,0.0
1153662001,men_trousers_joggers,hybrid_regular_tapered_joggers,44.99,2023-02-25 21:33:37,1153662,001,black,regular_fit,186,,0.79,0.0,0.0,0.2,0.01,0.0
